Date,Open,High,Low,Close,Adj Close,Volume,Open SMA(10),High SMA(10),Low SMA(10),Close SMA(10),Adj Close SMA(10),Volume SMA(10)
2021-04-06,2004,2004.949951,1969,1984.300049,1977.937134,6465241,2035.164990,2048.989966,2001.309997,2021.444995,2014.962976,7951569.000000
2021-04-07,2000,2046.900024,1993.300049,2002.849976,1996.427612,11198918,2028.064990,2046.279968,1997.320007,2015.490003,2009.027075,8214341.200000
2021-04-08,2011,2022,1993,2005.349976,1998.919556,7092878,2022.969995,2037.509973,1991.020007,2007.275000,2000.838415,8119642.500000
2021-04-09,1998.449951,2006.349976,1980,1982.050049,1975.694336,6478482,2014.839990,2030.169971,1984.980005,2000.750000,1994.334338,7991118.100000
2021-04-12,1959,1961.400024,1900.25,1911.150024,1905.021729,9646031,2005.339990,2020.909973,1976.505005,1992.720008,1986.330103,7940345.500000
2021-04-13,1924,1940.599976,1917.849976,1931.800049,1925.605469,8958261,1996.539990,2013.599976,1970.920007,1986.435010,1980.065259,7904855.600000
2021-04-15,1926.300049,1961,1913,1944.300049,1938.06543,9102492,1988.369995,2004.809985,1963.065003,1977.935010,1971.592517,7871720.600000
2021-04-16,1936.599976,1949.900024,1926.449951,1932.099976,1925.904541,7225679,1980.229993,1994.809997,1955.809998,1970.835010,1964.515295,7844314.500000
2021-04-19,1904,1916.400024,1890,1901.699951,1895.601929,8527967,1968.829993,1983.450000,1944.494995,1958.820008,1952.538818,8156080.500000
2021-04-20,1910.5,1919,1890.449951,1901.150024,1895.053833,7939490,1957.384998,1972.850000,1937.329993,1949.675012,1943.423157,8263543.900000
2021-04-22,1892.25,1914.449951,1876.699951,1906.400024,1900.286987,6687573,1946.209998,1963.800000,1928.099988,1941.885010,1935.658142,8285777.100000
2021-04-23,1906,1918.900024,1895.349976,1904.349976,1898.243408,5459016,1936.809998,1951.000000,1918.304980,1932.035010,1925.839722,7711786.900000
2021-04-26,1920,1962,1911.5,1937.849976,1931.635986,9620785,1927.709998,1945.000000,1910.154980,1925.285010,1919.111365,7964577.600000
2021-04-27,1940,1997.199951,1938.25,1988.650024,1982.273193,9226547,1921.865003,1944.084997,1905.979980,1925.945007,1919.769250,8239384.100000
2021-04-28,1997.849976,2008,1980.150024,1997.300049,1990.895508,7902002,1925.750000,1948.744995,1913.969983,1934.560010,1928.356628,8064981.200000
2021-04-29,2022.900024,2044.5,2007.300049,2024.050049,2017.559692,8035915,1935.640002,1959.134997,1922.914990,1943.785010,1937.552051,7972746.600000
2021-04-30,2008.5,2036,1987.550049,1994.5,1988.10437,9150974,1943.859998,1966.634997,1930.369995,1948.805005,1942.555945,7977594.800000
2021-05-03,1966,1979,1943.099976,1959.050049,1952.768188,10909942,1946.800000,1969.544995,1932.034998,1951.500012,1945.242309,8346021.100000
2021-05-04,1950,1967.800049,1911,1916.599976,1910.454224,10083693,1951.400000,1974.684997,1934.134998,1952.990015,1946.727539,8501593.700000
2021-05-05,1923.349976,1938.5,1908.050049,1920.099976,1913.942993,5719649,1952.684998,1976.634997,1935.895007,1954.885010,1948.616455,8279609.600000
2021-05-06,1921.849976,1935,1906.599976,1931,1924.807983,6749281,1955.644995,1978.690002,1938.885010,1957.345008,1951.068554,8285780.400000
2021-05-07,1937.75,1955.650024,1926,1931.75,1925.555664,5671163,1958.819995,1982.365002,1941.950012,1960.085010,1953.799780,8306995.100000
2021-05-10,1939,1946.800049,1920.949951,1926.199951,1920.023438,6433879,1960.719995,1980.845007,1942.895007,1958.920007,1952.638525,7988304.500000
2021-05-11,1915,1938.550049,1910,1933.150024,1926.951172,6220217,1958.219995,1974.980017,1940.070007,1953.370007,1947.106323,7687671.500000
2021-05-12,1930.099976,1932.900024,1907,1913.150024,1907.015259,6081627,1951.444995,1967.470020,1932.755005,1944.955005,1938.718298,7505634.000000
2021-05-14,1928.050049,1942,1906,1937.300049,1931.087891,6134079,1941.959998,1957.220020,1922.625000,1936.280005,1930.071118,7315450.400000
2021-05-17,1937.300049,1963.449951,1930.400024,1960.349976,1954.063843,5479424,1934.840003,1949.965015,1916.909998,1932.865003,1926.667065,6948295.400000
2021-05-18,1981,2002.599976,1972.5,1987.949951,1981.575317,5567958,1936.340003,1952.325012,1919.850000,1935.754993,1929.547778,6414097.000000
2021-05-19,1980,2016.449951,1972,1997.050049,1990.64624,7530294,1939.340003,1957.190002,1925.950000,1943.800000,1937.566980,6158757.100000
2021-05-20,1997.900024,2010.900024,1981,1985.400024,1979.033569,5271497,1946.795007,1964.430005,1933.244995,1950.330005,1944.076038,6113941.900000
2021-05-21,1992,2009.599976,1986,2002.550049,1996.128662,4977555,1953.810010,1971.890002,1941.184997,1957.485010,1951.208105,5936769.300000
2021-05-24,2008,2009.800049,1982,1985.650024,1979.282837,3946636,1960.835010,1977.305005,1946.784997,1962.875012,1956.580823,5764316.600000
2021-05-25,1996.400024,1997,1960,1963.150024,1956.85498,6821015,1966.575012,1982.325000,1950.690002,1966.570019,1960.263977,5803030.200000
2021-05-26,1975,1979.5,1965.300049,1970.050049,1963.73291,3452113,1972.575012,1986.419995,1956.220007,1970.260022,1963.942151,5526219.800000
2021-05-27,1970.300049,1993,1962.25,1976.099976,1969.763428,12377100,1976.595019,1992.429993,1961.745007,1976.555017,1970.216968,6155767.100000
2021-05-28,1990,2105,1990,2094.800049,2088.082764,26060864,1982.790015,2008.729993,1970.145007,1992.305017,1985.916455,8148445.600000
2021-05-31,2102,2191.699951,2085.050049,2160.300049,2153.372803,27285782,1999.260010,2031.554993,1985.610010,2012.300024,2005.847351,10329081.400000
2021-06-01,2166,2202,2146.5,2168.899902,2161.945068,12928379,2017.760010,2051.494995,2003.010010,2030.395020,2023.884326,11065123.500000
2021-06-02,2157,2209.5,2157,2201.25,2194.191406,11366816,2035.460010,2070.800000,2021.510010,2050.815015,2044.238843,11448775.700000
2021-06-03,2221,2250,2196.100098,2209.649902,2202.564453,11064116,2057.770007,2094.709998,2043.020020,2073.240002,2066.591931,12028037.600000
2021-06-04,2214.800049,2216.449951,2184.25,2190.5,2183.47583,6677278,2080.050012,2115.394995,2062.845020,2092.034998,2085.326648,12198009.900000
2021-06-07,2202,2242,2185,2227.399902,2220.257568,7539326,2099.450012,2138.614990,2083.145020,2116.209985,2109.424121,12557278.900000
2021-06-08,2226.600098,2227.149902,2198.149902,2214.600098,2207.498779,4464889,2122.470020,2161.629980,2106.960010,2141.354993,2134.488501,12321666.300000
2021-06-09,2219,2221,2157.949951,2175,2168.025635,5265326,2146.870020,2185.779980,2126.225000,2161.849988,2154.917773,12502987.600000
2021-06-10,2193.399902,2230,2177.550049,2183,2176,6532832,2169.180005,2209.479980,2147.755005,2182.539990,2175.541431,11918560.800000
2021-06-11,2182.899902,2228,2180.100098,2213.149902,2213.149902,6351520,2188.469995,2221.779980,2166.765015,2194.374976,2188.048144,9947626.400000
2021-06-14,2215,2258.25,2195.050049,2244.899902,2244.899902,9383416,2199.769995,2228.434985,2177.765015,2202.834961,2197.200854,8157389.800000
2021-06-15,2261,2274.899902,2240.300049,2250,2250,7002898,2209.269995,2235.724976,2187.145020,2210.944971,2206.006347,7564841.700000
2021-06-16,2244.899902,2247.050049,2205.850098,2211.600098,2211.600098,4982975,2218.059985,2239.479980,2192.030029,2211.979980,2207.747217,6926457.600000
2021-06-17,2200,2235,2179.899902,2215.649902,2215.649902,7266765,2215.959985,2237.979980,2190.410010,2212.579980,2209.055762,6546722.500000
2021-06-18,2225.5,2235,2184.350098,2225.649902,2225.649902,13553801,2217.029980,2239.834985,2190.420020,2216.094971,2213.273169,7234374.800000
2021-06-21,2203.5,2247.5,2200.149902,2237.25,2237.25,5624044,2217.179980,2240.384985,2191.935010,2217.079980,2214.972412,7042846.600000
2021-06-22,2254,2261,2219.350098,2225.75,2225.75,5940386,2219.919971,2243.769995,2194.055029,2218.194971,2216.797534,7190396.300000
2021-06-23,2250,2250.600098,2201.699951,2205.350098,2205.350098,7685796,2223.019971,2246.730005,2198.430029,2221.229980,2220.529980,7432443.300000
2021-06-24,2206.850098,2214.600098,2140,2153.5,2153.5,42209687,2224.364990,2245.190015,2194.675024,2218.279980,2218.279980,11000128.800000
2021-06-25,2153.5,2153.5,2081.100098,2104.449951,2104.449951,25546334,2221.425000,2237.740015,2184.775024,2207.409985,2207.409985,12919610.200000
2021-06-28,2122,2126.5,2081,2086,2086,9357852,2212.125000,2224.565015,2173.370020,2191.519995,2191.519995,12917053.800000
2021-06-29,2089.5,2109,2084.100098,2087.800049,2087.800049,12526981,2194.975000,2207.975025,2157.750024,2175.300000,2175.300000,13469462.100000
2021-06-30,2096.25,2122.649902,2091.050049,2110.649902,2110.649902,9120556,2180.110010,2195.535010,2146.270020,2165.204980,2165.204980,13883220.200000
2021-07-01,2118,2123.149902,2095,2097.949951,2097.949951,5784627,2171.910010,2184.350000,2137.780029,2153.434985,2153.434985,13735006.400000
2021-07-02,2097,2132.899902,2092.949951,2129.050049,2129.050049,6500973,2159.060010,2174.139990,2128.640015,2143.775000,2143.775000,13029723.600000
2021-07-05,2136.449951,2153.550049,2131.5,2150.199951,2150.199951,5400604,2152.355005,2164.744995,2121.775024,2135.069995,2135.069995,13007379.600000
2021-07-06,2144.949951,2148.899902,2120.199951,2124.800049,2124.800049,4646312,2141.450000,2153.534985,2111.860010,2124.975000,2124.975000,12877972.200000
